CustomerID,FirstName,LastName,Email,DateOfBirth,Phone,Postcode,FailureType,FailureDescription
137,James,Williams,james.williams@test.org,13/07/2026,4.47059E+11,82529,Consistency,Date of birth is after current date
333,Michael,Miller,michael.miller@mail.com,01/05/2026,4.47216E+11,28202,Consistency,Date of birth is after current date
33,Anna,Brown,anna.brown@demo.net,18/04/1960,4.47585E+11,39466,Uniqueness,Duplicate CustomerID
67,David,Williams,david.williams@example.com,03/02/2026,4.47392E+11,15229,Consistency,Date of birth is after current date
587,Chris,Miller,user@@domain.com,15/08/1999,abcdefghij,ABCDE,Validity,Invalid format or value
513,Laura,Williams,laura.williams@test.org,12/07/1962,4.47265E+11,83579,Uniqueness,Duplicate CustomerID
891,Chris,Brown,invalid@,11/03/1968,abcdefghij,ABCDE,Validity,Invalid format or value
334,Emily,Garcia,emily.garcia@example.com,31/12/2025,4.47595E+11,85009,Consistency,Date of birth is after current date
533,Michael,Wilson,michael.wilson@mail.com,15/07/1968,4.47874E+11,37124,Completeness,Missing mandatory field(s)
142,John,Williams,john.williams@mail.com,26/03/2026,4.47326E+11,21164,Consistency,Date of birth is after current date
326,Anna,Williams,anna.williams@test.org,16/09/1985,4.47338E+11,95139,Uniqueness,Duplicate CustomerID
100,Michael,Brown,michael.brown@example.com,22/03/1987,4.47438E+11,,Completeness,Missing mandatory field(s)
353,Laura,Brown,laura.brown@mail.com,08/09/1958,4.47054E+11,48038,Completeness,Missing mandatory field(s)
351,Sarah,Davis,sarah.davis@mail.com,27/12/2025,4.47553E+11,83616,Consistency,Date of birth is after current date
585,Jane,Rodriguez,invalid@,02/02/1966,12345,9999999999,Validity,Invalid format or value
324,Sarah,Miller,noatsign.com,21/11/2000,4.4E+11,,Validity,Invalid format or value
145,Chris,Wilson,,25/05/1977,,,Validity,Invalid format or value
503,David,Williams,david.williams@example.com,23/08/1958,4.47563E+11,29516,Uniqueness,Duplicate CustomerID
298,Emily,Williams,,23/12/1959,4.47833E+11,,Completeness,Missing mandatory field(s)
745,David,Williams,david.williams@example.com,17/01/1951,,30568,Completeness,Missing mandatory field(s)
247,Anna,Smith,anna.smith@example.com,31/05/1974,,,Completeness,Missing mandatory field(s)
228,Michael,Jones,,04/03/1984,4.4E+11,9999999999,Validity,Invalid format or value
220,Michael,Johnson,michael.johnson@example.com,28/10/1961,4.47016E+11,56955,Completeness,Missing mandatory field(s)
514,Michael,Miller,michael.miller@test.org,29/08/2026,4.47491E+11,24936,Consistency,Date of birth is after current date
463,David,Davis,david.davis@demo.net,21/02/2026,4.47684E+11,11238,Consistency,Date of birth is after current date
504,James,Garcia,james.garcia@demo.net,24/11/1997,4.47307E+11,65363,Uniqueness,Duplicate CustomerID
449,David,Wilson,david.wilson@mail.com,18/10/1994,4.47591E+11,,Completeness,Missing mandatory field(s)
252,Michael,Jones,michael.jones@test.org,09/06/1979,4.47129E+11,,Completeness,Missing mandatory field(s)
221,Emily,Wilson,emily.wilson@test.org,02/06/1951,,44782,Completeness,Missing mandatory field(s)
956,Anna,Miller,,13/05/1955,12345,,Validity,Invalid format or value
506,James,Garcia,,19/09/1992,12345,ABCDE,Validity,Invalid format or value
620,John,Garcia,john.garcia@test.org,24/05/2002,4.4725E+11,,Completeness,Missing mandatory field(s)
748,John,Rodriguez,john.rodriguez@test.org,21/02/1996,4.47862E+11,76680,Uniqueness,Duplicate CustomerID
641,David,Johnson,user@@domain.com,10/11/2001,,ABCDE,Validity,Invalid format or value
108,Chris,Brown,chris.brown@mail.com,11/03/1968,4.47897E+11,42728,Uniqueness,Duplicate CustomerID
418,James,Williams,james.williams@test.org,03/04/1976,4.47311E+11,85069,Uniqueness,Duplicate CustomerID
705,Jane,Rodriguez,jane.rodriguez@mail.com,10/12/1963,4.47576E+11,52827,Uniqueness,Duplicate CustomerID
897,Laura,Garcia,laura.garcia@example.com,09/02/1957,4.4702E+11,43544,Uniqueness,Duplicate CustomerID
583,Michael,Smith,michael.smith@demo.net,21/02/1970,4.47346E+11,42540,Uniqueness,Duplicate CustomerID
248,David,Garcia,david.garcia@demo.net,27/02/1987,4.47293E+11,,Completeness,Missing mandatory field(s)
835,Anna,Williams,anna.williams@demo.net,17/12/1983,4.47392E+11,,Completeness,Missing mandatory field(s)
905,Emily,Rodriguez,emily.rodriguez@demo.net,25/03/2026,4.47211E+11,29116,Consistency,Date of birth is after current date
713,James,Brown,,16/05/1950,4.47673E+11,42613,Completeness,Missing mandatory field(s)
913,James,Williams,james.williams@test.org,10/11/1981,4.47349E+11,98236,Uniqueness,Duplicate CustomerID
926,John,Smith,john.smith@test.org,26/01/2027,4.47928E+11,72410,Consistency,Date of birth is after current date
308,Jane,Wilson,jane.wilson@test.org,31/10/2026,4.47048E+11,56176,Consistency,Date of birth is after current date
823,Jane,Jones,jane.jones@mail.com,24/02/2027,4.47211E+11,44502,Consistency,Date of birth is after current date
564,Sarah,Miller,sarah.miller@mail.com,14/09/1984,4.47924E+11,84498,Completeness,Missing mandatory field(s)
38,Emily,Rodriguez,emily.rodriguez@mail.com,25/03/2001,4.47619E+11,71953,Uniqueness,Duplicate CustomerID
259,Emily,Davis,user@@domain.com,03/01/1997,4.4E+11,ABCDE,Validity,Invalid format or value
212,Laura,Wilson,laura.wilson@mail.com,12/12/1980,4.47026E+11,73277,Uniqueness,Duplicate CustomerID
647,Sarah,Brown,sarah.brown@mail.com,20/09/1986,,82628,Completeness,Missing mandatory field(s)
721,Chris,Rodriguez,chris.rodriguez@example.com,14/04/2003,4.47051E+11,96765,Completeness,Missing mandatory field(s)
309,James,Miller,james.miller@mail.com,07/09/1991,4.47747E+11,72722,Uniqueness,Duplicate CustomerID
996,Sarah,Rodriguez,sarah.rodriguez@mail.com,13/02/2026,4.47054E+11,98294,Consistency,Date of birth is after current date
530,David,Johnson,david.johnson@mail.com,16/09/1976,4.47939E+11,14224,Uniqueness,Duplicate CustomerID
827,Emily,Wilson,emily.wilson@test.org,05/01/1962,,75683,Completeness,Missing mandatory field(s)
561,Chris,Brown,chris.brown@mail.com,22/02/1985,4.47317E+11,94694,Uniqueness,Duplicate CustomerID
345,Anna,Miller,anna.miller@example.com,18/07/1952,4.47087E+11,15958,Uniqueness,Duplicate CustomerID
522,Michael,Miller,michael.miller@demo.net,27/01/2026,4.47058E+11,57059,Consistency,Date of birth is after current date
731,Laura,Williams,laura.williams@example.com,28/11/1995,,23276,Completeness,Missing mandatory field(s)
187,David,Williams,david.williams@mail.com,27/08/1997,4.47442E+11,84177,Uniqueness,Duplicate CustomerID
39,Chris,Davis,chris.davis@test.org,07/05/1957,4.47505E+11,12540,Uniqueness,Duplicate CustomerID
417,Jane,Rodriguez,invalid@,11/03/1956,,9999999999,Validity,Invalid format or value
924,James,Rodriguez,james.rodriguez@demo.net,15/09/1986,4.47735E+11,74451,Uniqueness,Duplicate CustomerID
953,Michael,Jones,michael.jones@example.com,05/07/1985,,41862,Completeness,Missing mandatory field(s)
833,David,Garcia,david.garcia@demo.net,02/03/1954,4.47043E+11,,Completeness,Missing mandatory field(s)
111,James,Smith,james.smith@test.org,01/07/2026,4.47698E+11,18993,Consistency,Date of birth is after current date
560,Anna,Wilson,anna.wilson@test.org,03/01/2027,4.4791E+11,96298,Consistency,Date of birth is after current date
867,James,Davis,,25/05/1999,4.47659E+11,99727,Completeness,Missing mandatory field(s)
531,Laura,Jones,,21/10/1957,,,Completeness,Missing mandatory field(s)
765,Chris,Rodriguez,chris.rodriguez@demo.net,19/06/1971,4.47295E+11,67654,Uniqueness,Duplicate CustomerID
974,Sarah,Smith,user@@domain.com,17/06/1997,abcdefghij,ABCDE,Validity,Invalid format or value
383,Chris,Jones,chris.jones@example.com,26/10/2026,4.47727E+11,81197,Consistency,Date of birth is after current date
186,John,Miller,noatsign.com,27/04/1976,12345,9999999999,Validity,Invalid format or value
671,David,Williams,david.williams@demo.net,09/12/2026,4.47425E+11,53449,Consistency,Date of birth is after current date
457,James,Davis,james.davis@example.com,03/07/1951,4.47568E+11,46010,Completeness,Missing mandatory field(s)
260,Chris,Miller,noatsign.com,18/11/1979,abcdefghij,9999999999,Validity,Invalid format or value
544,Anna,Williams,anna.williams@demo.net,11/04/2026,4.4796E+11,99463,Consistency,Date of birth is after current date
43,David,Williams,,04/07/1991,4.47268E+11,19880,Completeness,Missing mandatory field(s)
850,Jane,Brown,jane.brown@demo.net,15/09/2026,4.47142E+11,24230,Consistency,Date of birth is after current date
167,John,Rodriguez,john.rodriguez@demo.net,13/05/1958,4.47241E+11,,Completeness,Missing mandatory field(s)
553,Michael,Garcia,,17/07/1970,4.47411E+11,,Completeness,Missing mandatory field(s)
511,David,Davis,david.davis@example.com,04/02/2005,,,Completeness,Missing mandatory field(s)
894,Sarah,Wilson,sarah.wilson@test.org,02/12/2025,4.47964E+11,85303,Consistency,Date of birth is after current date
263,Chris,Brown,chris.brown@mail.com,17/01/2004,4.47164E+11,,Completeness,Missing mandatory field(s)
543,Michael,Miller,michael.miller@mail.com,30/10/1995,4.47417E+11,64819,Uniqueness,Duplicate CustomerID
56,Anna,Wilson,anna.wilson@example.com,05/07/2026,4.47577E+11,37938,Consistency,Date of birth is after current date
556,Anna,Smith,anna.smith@mail.com,26/06/1989,,37925,Completeness,Missing mandatory field(s)
866,Jane,Brown,jane.brown@demo.net,27/10/2025,4.47108E+11,38109,Consistency,Date of birth is after current date
903,Sarah,Davis,sarah.davis@test.org,31/03/2026,4.47193E+11,84895,Consistency,Date of birth is after current date
545,John,Smith,noatsign.com,26/03/1991,abcdefghij,,Validity,Invalid format or value
200,Sarah,Davis,sarah.davis@mail.com,27/12/2025,4.47142E+11,80701,Consistency,Date of birth is after current date
541,Sarah,Wilson,,11/05/1958,4.47785E+11,,Completeness,Missing mandatory field(s)
900,Sarah,Miller,user@@domain.com,16/10/1966,4.4E+11,ABCDE,Validity,Invalid format or value
311,Emily,Smith,emily.smith@mail.com,03/09/2026,4.47339E+11,50642,Consistency,Date of birth is after current date
900,Sarah,Miller,sarah.miller@test.org,16/10/1966,4.47589E+11,44452,Uniqueness,Duplicate CustomerID
45,John,Johnson,john.johnson@mail.com,23/06/2026,4.47436E+11,73653,Consistency,Date of birth is after current date
990,David,Wilson,david.wilson@mail.com,08/03/2026,4.47777E+11,52558,Consistency,Date of birth is after current date
627,John,Miller,john.miller@mail.com,01/08/2026,4.47366E+11,33260,Consistency,Date of birth is after current date
680,John,Brown,john.brown@example.com,13/12/1990,4.47054E+11,57235,Uniqueness,Duplicate CustomerID
238,Emily,Johnson,emily.johnson@test.org,27/11/1999,,25058,Completeness,Missing mandatory field(s)
742,Jane,Davis,jane.davis@demo.net,23/03/2026,4.47068E+11,44290,Consistency,Date of birth is after current date
970,Laura,Brown,user@@domain.com,08/11/1952,abcdefghij,,Validity,Invalid format or value
155,Laura,Johnson,user@@domain.com,04/10/1988,4.4E+11,,Validity,Invalid format or value
193,Emily,Davis,emily.davis@demo.net,16/11/2026,4.47255E+11,59986,Consistency,Date of birth is after current date
915,Chris,Garcia,chris.garcia@mail.com,21/01/2026,4.47688E+11,54222,Consistency,Date of birth is after current date
838,Anna,Smith,user@@domain.com,19/06/1989,12345,,Validity,Invalid format or value
34,Jane,Miller,jane.miller@example.com,26/12/2025,4.47595E+11,40161,Consistency,Date of birth is after current date
306,John,Davis,john.davis@test.org,27/12/2025,4.47802E+11,12128,Consistency,Date of birth is after current date
973,Jane,Garcia,noatsign.com,19/05/1982,abcdefghij,ABCDE,Validity,Invalid format or value
626,Laura,Rodriguez,laura.rodriguez@test.org,19/03/1999,4.47478E+11,27709,Uniqueness,Duplicate CustomerID
266,Jane,Garcia,jane.garcia@demo.net,03/05/2026,4.47855E+11,46002,Consistency,Date of birth is after current date
713,James,Brown,,16/05/1950,12345,,Validity,Invalid format or value
244,John,Johnson,invalid@,02/10/1983,,9999999999,Validity,Invalid format or value
138,Chris,Williams,chris.williams@demo.net,15/02/2027,4.47937E+11,11607,Consistency,Date of birth is after current date
97,Chris,Rodriguez,chris.rodriguez@demo.net,02/09/2026,4.47295E+11,67654,Consistency,Date of birth is after current date
627,John,Miller,john.miller@mail.com,15/09/1961,4.47366E+11,33260,Uniqueness,Duplicate CustomerID
169,James,Jones,james.jones@demo.net,09/10/2026,4.47507E+11,41946,Consistency,Date of birth is after current date
428,Jane,Brown,jane.brown@demo.net,07/07/1964,4.47108E+11,38109,Uniqueness,Duplicate CustomerID
618,Laura,Miller,laura.miller@test.org,14/12/2025,4.4729E+11,33568,Consistency,Date of birth is after current date
926,John,Smith,,06/03/1979,4.47928E+11,72410,Completeness,Missing mandatory field(s)
754,John,Brown,john.brown@demo.net,14/10/1979,,,Completeness,Missing mandatory field(s)
662,Michael,Williams,user@@domain.com,17/04/1967,4.4E+11,9999999999,Validity,Invalid format or value
577,John,Miller,invalid@,27/05/1974,12345,,Validity,Invalid format or value
211,David,Wilson,david.wilson@mail.com,22/05/2026,4.47703E+11,22978,Consistency,Date of birth is after current date
447,Michael,Smith,michael.smith@test.org,22/08/1999,4.47627E+11,85909,Completeness,Missing mandatory field(s)
609,John,Wilson,john.wilson@test.org,02/10/1997,4.47302E+11,88231,Uniqueness,Duplicate CustomerID
545,James,Davis,james.davis@demo.net,22/09/1972,4.47039E+11,94790,Uniqueness,Duplicate CustomerID
462,David,Williams,david.williams@mail.com,28/02/1980,4.47089E+11,72371,Uniqueness,Duplicate CustomerID
471,James,Miller,james.miller@example.com,06/10/1958,4.47469E+11,40427,Uniqueness,Duplicate CustomerID
977,Emily,Wilson,user@@domain.com,06/02/2000,,9999999999,Validity,Invalid format or value
694,Chris,Jones,chris.jones@test.org,25/11/1966,4.47161E+11,,Completeness,Missing mandatory field(s)
880,Anna,Smith,anna.smith@test.org,05/01/2026,4.47437E+11,76353,Consistency,Date of birth is after current date
863,Laura,Williams,laura.williams@test.org,28/02/2000,4.47596E+11,73407,Uniqueness,Duplicate CustomerID
471,Jane,Rodriguez,jane.rodriguez@example.com,23/06/2005,4.47068E+11,86756,Uniqueness,Duplicate CustomerID
795,Laura,Garcia,noatsign.com,05/08/1976,12345,9999999999,Validity,Invalid format or value
502,Chris,Brown,user@@domain.com,29/12/1989,,,Validity,Invalid format or value
71,David,Brown,,13/04/1964,4.47845E+11,24168,Completeness,Missing mandatory field(s)
34,Jane,Miller,,12/10/2002,,ABCDE,Validity,Invalid format or value
342,Jane,Jones,jane.jones@mail.com,02/06/1999,4.47295E+11,26406,Uniqueness,Duplicate CustomerID
351,Sarah,Davis,sarah.davis@mail.com,30/03/1983,4.47553E+11,83616,Uniqueness,Duplicate CustomerID
373,Anna,Brown,,08/05/2002,12345,9999999999,Validity,Invalid format or value
98,Michael,Miller,michael.miller@demo.net,27/07/2005,4.47058E+11,57059,Uniqueness,Duplicate CustomerID
886,Emily,Brown,emily.brown@test.org,01/01/1987,,77699,Completeness,Missing mandatory field(s)
762,James,Williams,james.williams@demo.net,03/02/2027,4.47569E+11,16366,Consistency,Date of birth is after current date
567,John,Smith,john.smith@demo.net,14/06/1995,4.47308E+11,92388,Uniqueness,Duplicate CustomerID
603,John,Brown,john.brown@test.org,23/04/1963,,42534,Completeness,Missing mandatory field(s)
4,James,Brown,james.brown@test.org,10/09/1988,4.47075E+11,97062,Uniqueness,Duplicate CustomerID
205,Chris,Wilson,,30/04/1983,4.47116E+11,98452,Completeness,Missing mandatory field(s)
727,Laura,Brown,laura.brown@mail.com,05/08/1973,4.47893E+11,78569,Completeness,Missing mandatory field(s)
68,Sarah,Brown,sarah.brown@mail.com,24/07/2026,4.4738E+11,83385,Consistency,Date of birth is after current date
55,Chris,Garcia,chris.garcia@test.org,31/08/2026,4.4701E+11,70068,Consistency,Date of birth is after current date
5,Laura,Wilson,laura.wilson@test.org,01/08/1950,4.47815E+11,30926,Uniqueness,Duplicate CustomerID
813,Anna,Smith,anna.smith@demo.net,25/04/1999,,,Completeness,Missing mandatory field(s)
932,Sarah,Jones,,03/01/1998,4.47009E+11,,Completeness,Missing mandatory field(s)
453,John,Smith,john.smith@demo.net,03/05/1962,,92667,Completeness,Missing mandatory field(s)
112,John,Smith,john.smith@mail.com,20/11/1967,,12671,Completeness,Missing mandatory field(s)
803,Jane,Rodriguez,,23/06/2005,4.47068E+11,86756,Completeness,Missing mandatory field(s)
968,Sarah,Johnson,sarah.johnson@example.com,09/12/1996,,,Completeness,Missing mandatory field(s)
637,Michael,Johnson,michael.johnson@test.org,23/11/2025,4.47012E+11,44761,Consistency,Date of birth is after current date
378,James,Brown,james.brown@test.org,02/11/2025,4.47564E+11,59391,Consistency,Date of birth is after current date
331,Laura,Johnson,laura.johnson@test.org,03/03/1981,4.47762E+11,18511,Completeness,Missing mandatory field(s)
567,John,Smith,noatsign.com,14/06/1995,abcdefghij,ABCDE,Validity,Invalid format or value
927,David,Miller,david.miller@test.org,13/12/1963,4.47231E+11,54118,Uniqueness,Duplicate CustomerID
50,Anna,Garcia,anna.garcia@mail.com,03/10/2026,4.47545E+11,20500,Consistency,Date of birth is after current date
6,Chris,Miller,chris.miller@example.com,15/08/1999,4.4749E+11,11044,Uniqueness,Duplicate CustomerID
945,Sarah,Johnson,user@@domain.com,11/01/1955,,,Validity,Invalid format or value
238,Emily,Johnson,emily.johnson@test.org,27/11/1999,4.47395E+11,25058,Uniqueness,Duplicate CustomerID
803,Jane,Davis,jane.davis@demo.net,15/02/1954,4.47068E+11,44290,Uniqueness,Duplicate CustomerID
879,David,Williams,david.williams@demo.net,24/06/1953,4.47425E+11,53449,Uniqueness,Duplicate CustomerID
15,James,Brown,james.brown@test.org,07/01/1955,4.47246E+11,14207,Uniqueness,Duplicate CustomerID
255,David,Smith,david.smith@demo.net,03/09/2026,4.47926E+11,51033,Consistency,Date of birth is after current date
336,Jane,Jones,jane.jones@demo.net,10/12/1992,4.47564E+11,63843,Uniqueness,Duplicate CustomerID
954,John,Smith,john.smith@demo.net,28/06/2003,4.47166E+11,58679,Uniqueness,Duplicate CustomerID
948,John,Wilson,john.wilson@test.org,16/10/1961,4.47097E+11,48680,Uniqueness,Duplicate CustomerID
37,Jane,Rodriguez,user@@domain.com,26/12/1974,4.4E+11,ABCDE,Validity,Invalid format or value
680,John,Brown,john.brown@example.com,13/12/1990,,57235,Completeness,Missing mandatory field(s)
651,Anna,Garcia,anna.garcia@mail.com,06/01/2026,4.47028E+11,37125,Consistency,Date of birth is after current date
85,Chris,Jones,chris.jones@mail.com,17/07/2026,4.47844E+11,86019,Consistency,Date of birth is after current date
849,Chris,Williams,chris.williams@test.org,07/09/1990,4.47641E+11,87410,Uniqueness,Duplicate CustomerID
119,Anna,Smith,user@@domain.com,17/10/1997,12345,9999999999,Validity,Invalid format or value
470,James,Miller,james.miller@demo.net,22/07/1962,4.47849E+11,20279,Uniqueness,Duplicate CustomerID
747,Sarah,Brown,sarah.brown@test.org,15/12/1974,4.47054E+11,76444,Completeness,Missing mandatory field(s)
116,Anna,Smith,anna.smith@test.org,28/08/2001,,59192,Completeness,Missing mandatory field(s)
293,Sarah,Smith,sarah.smith@demo.net,05/06/2026,4.47426E+11,75799,Consistency,Date of birth is after current date
817,Sarah,Garcia,sarah.garcia@demo.net,18/09/2026,4.47662E+11,96431,Consistency,Date of birth is after current date
512,Michael,Brown,michael.brown@test.org,10/03/1982,4.47981E+11,87537,Uniqueness,Duplicate CustomerID
774,Chris,Jones,user@@domain.com,26/07/1955,,,Validity,Invalid format or value
894,Sarah,Wilson,sarah.wilson@test.org,04/03/1994,4.47964E+11,85303,Completeness,Missing mandatory field(s)
636,Michael,Miller,michael.miller@example.com,17/11/2025,4.47372E+11,51879,Consistency,Date of birth is after current date
87,Emily,Rodriguez,emily.rodriguez@demo.net,13/02/2027,4.47707E+11,21114,Consistency,Date of birth is after current date
2,Jane,Rodriguez,,23/12/2002,4.47453E+11,14165,Completeness,Missing mandatory field(s)
742,Jane,Smith,jane.smith@example.com,10/12/1969,4.4714E+11,35969,Uniqueness,Duplicate CustomerID
439,John,Jones,john.jones@demo.net,10/04/2004,4.47647E+11,,Completeness,Missing mandatory field(s)
103,John,Miller,john.miller@test.org,27/12/1984,4.47916E+11,64921,Completeness,Missing mandatory field(s)
523,John,Garcia,john.garcia@mail.com,08/10/2026,4.47875E+11,60324,Consistency,Date of birth is after current date
281,Laura,Brown,,05/05/1962,abcdefghij,ABCDE,Validity,Invalid format or value
328,Laura,Rodriguez,laura.rodriguez@demo.net,01/09/2026,4.47126E+11,44311,Consistency,Date of birth is after current date
674,Jane,Brown,jane.brown@mail.com,16/12/1976,4.47799E+11,68079,Completeness,Missing mandatory field(s)
157,Anna,Wilson,invalid@,07/03/1974,12345,9999999999,Validity,Invalid format or value
302,Michael,Jones,invalid@,21/02/1950,,ABCDE,Validity,Invalid format or value
634,John,Wilson,,29/11/2000,12345,9999999999,Validity,Invalid format or value
771,John,Miller,john.miller@demo.net,27/05/1974,4.47562E+11,18371,Uniqueness,Duplicate CustomerID
831,David,Garcia,david.garcia@example.com,02/03/1992,4.47374E+11,63523,Uniqueness,Duplicate CustomerID
664,Sarah,Wilson,sarah.wilson@mail.com,12/05/1967,4.47316E+11,68827,Uniqueness,Duplicate CustomerID
788,Michael,Davis,michael.davis@demo.net,25/09/2026,4.47375E+11,38992,Consistency,Date of birth is after current date
77,Jane,Wilson,jane.wilson@demo.net,19/02/2026,4.47782E+11,51114,Consistency,Date of birth is after current date
6,David,Miller,david.miller@test.org,13/12/1963,4.47231E+11,54118,Completeness,Missing mandatory field(s)
679,John,Smith,john.smith@example.com,26/03/1991,4.47017E+11,26284,Uniqueness,Duplicate CustomerID
975,Chris,Johnson,chris.johnson@mail.com,31/05/2026,4.47104E+11,23267,Consistency,Date of birth is after current date
313,Emily,Jones,emily.jones@test.org,31/12/2025,4.4793E+11,95948,Consistency,Date of birth is after current date
400,Michael,Wilson,michael.wilson@demo.net,15/05/1988,,52982,Completeness,Missing mandatory field(s)
690,Laura,Jones,laura.jones@mail.com,16/04/2026,4.47324E+11,98761,Consistency,Date of birth is after current date
744,Anna,Johnson,,20/04/1972,4.47517E+11,55318,Completeness,Missing mandatory field(s)
356,Laura,Rodriguez,invalid@,30/09/1994,,9999999999,Validity,Invalid format or value
159,John,Williams,john.williams@mail.com,21/10/1952,4.47217E+11,24031,Uniqueness,Duplicate CustomerID
227,Jane,Johnson,invalid@,28/07/2004,4.4E+11,9999999999,Validity,Invalid format or value
717,Sarah,Davis,sarah.davis@mail.com,14/07/2026,4.47968E+11,74248,Consistency,Date of birth is after current date
80,James,Brown,,10/09/1988,,97062,Completeness,Missing mandatory field(s)
803,Jane,Rodriguez,jane.rodriguez@example.com,10/01/2027,4.47068E+11,86756,Consistency,Date of birth is after current date
868,John,Williams,john.williams@demo.net,23/06/1950,4.47864E+11,21939,Completeness,Missing mandatory field(s)
190,Laura,Jones,laura.jones@demo.net,27/11/1972,,11231,Completeness,Missing mandatory field(s)
190,Laura,Jones,,27/11/1972,,9999999999,Validity,Invalid format or value
263,Chris,Brown,,17/01/2004,4.4E+11,,Validity,Invalid format or value
242,Sarah,Miller,sarah.miller@example.com,11/04/1966,4.47934E+11,28776,Uniqueness,Duplicate CustomerID
260,Chris,Miller,chris.miller@mail.com,26/02/2026,4.47837E+11,32037,Consistency,Date of birth is after current date
698,Emily,Miller,emily.miller@mail.com,18/12/1997,4.47685E+11,72355,Completeness,Missing mandatory field(s)
264,Jane,Williams,noatsign.com,16/08/1991,12345,,Validity,Invalid format or value
818,Chris,Wilson,invalid@,27/09/2000,12345,ABCDE,Validity,Invalid format or value
143,Emily,Johnson,,24/05/2004,4.4E+11,ABCDE,Validity,Invalid format or value
863,David,Brown,david.brown@demo.net,14/07/1999,4.47842E+11,83080,Uniqueness,Duplicate CustomerID
816,Emily,Johnson,emily.johnson@test.org,31/07/2005,4.47075E+11,35362,Completeness,Missing mandatory field(s)
35,Anna,Brown,user@@domain.com,15/05/1956,,,Validity,Invalid format or value
442,Laura,Brown,,01/08/1985,abcdefghij,9999999999,Validity,Invalid format or value
686,Emily,Brown,emily.brown@mail.com,21/02/1974,,63674,Completeness,Missing mandatory field(s)
242,John,Miller,john.miller@mail.com,18/08/1952,4.47962E+11,46822,Uniqueness,Duplicate CustomerID
975,Chris,Johnson,chris.johnson@mail.com,09/08/1996,4.47104E+11,23267,Completeness,Missing mandatory field(s)
900,Sarah,Miller,sarah.miller@test.org,26/05/2026,4.47589E+11,44452,Consistency,Date of birth is after current date
706,John,Williams,john.williams@mail.com,21/12/1967,4.47368E+11,,Completeness,Missing mandatory field(s)
9,David,Johnson,noatsign.com,28/06/2005,,,Validity,Invalid format or value
976,Emily,Rodriguez,emily.rodriguez@demo.net,22/07/2026,4.47207E+11,78969,Consistency,Date of birth is after current date
678,Jane,Jones,jane.jones@demo.net,04/05/2026,4.47838E+11,78719,Consistency,Date of birth is after current date
278,David,Williams,invalid@,10/10/1977,4.4E+11,,Validity,Invalid format or value
372,John,Wilson,john.wilson@demo.net,26/09/2026,4.47704E+11,85821,Consistency,Date of birth is after current date
584,David,Miller,david.miller@test.org,27/12/1956,4.47614E+11,,Completeness,Missing mandatory field(s)
781,Michael,Johnson,michael.johnson@mail.com,04/08/1965,4.47789E+11,77350,Uniqueness,Duplicate CustomerID
655,Sarah,Williams,invalid@,02/01/1954,12345,9999999999,Validity,Invalid format or value
808,Michael,Jones,michael.jones@test.org,01/01/1951,4.47594E+11,,Completeness,Missing mandatory field(s)
655,Sarah,Williams,,02/01/1954,4.47283E+11,67637,Completeness,Missing mandatory field(s)
907,Jane,Jones,jane.jones@demo.net,03/03/1962,4.47838E+11,78719,Uniqueness,Duplicate CustomerID
105,David,Garcia,noatsign.com,20/11/1984,12345,9999999999,Validity,Invalid format or value
558,Michael,Johnson,michael.johnson@demo.net,04/10/2026,4.47461E+11,51222,Consistency,Date of birth is after current date
591,John,Brown,john.brown@test.org,11/11/1950,4.4736E+11,10191,Uniqueness,Duplicate CustomerID
219,John,Jones,john.jones@mail.com,10/10/2026,4.4758E+11,42853,Consistency,Date of birth is after current date
923,Laura,Brown,laura.brown@mail.com,08/09/1958,4.47054E+11,48038,Uniqueness,Duplicate CustomerID
71,David,Brown,david.brown@test.org,25/10/2025,4.47845E+11,24168,Consistency,Date of birth is after current date
366,James,Johnson,james.johnson@test.org,27/07/1988,4.47119E+11,47125,Uniqueness,Duplicate CustomerID
922,Laura,Rodriguez,,13/05/1952,,62037,Completeness,Missing mandatory field(s)
243,Anna,Davis,,23/09/1962,,,Validity,Invalid format or value
788,Michael,Davis,michael.davis@demo.net,01/04/1958,,38992,Completeness,Missing mandatory field(s)
430,Sarah,Brown,sarah.brown@test.org,29/10/2025,4.47709E+11,78321,Consistency,Date of birth is after current date
290,Sarah,Rodriguez,sarah.rodriguez@example.com,16/06/2026,4.47914E+11,26341,Consistency,Date of birth is after current date
616,Michael,Davis,michael.davis@mail.com,04/03/1997,4.47268E+11,92674,Uniqueness,Duplicate CustomerID
325,Michael,Garcia,,18/05/1983,4.47477E+11,,Completeness,Missing mandatory field(s)
943,Michael,Smith,michael.smith@demo.net,03/01/2026,4.47367E+11,65082,Consistency,Date of birth is after current date
48,James,Garcia,james.garcia@mail.com,14/01/1967,4.47319E+11,,Completeness,Missing mandatory field(s)
232,Sarah,Davis,sarah.davis@test.org,26/01/2027,4.47402E+11,30006,Consistency,Date of birth is after current date
93,James,Garcia,james.garcia@example.com,04/01/2000,4.47268E+11,25906,Completeness,Missing mandatory field(s)
979,David,Johnson,david.johnson@mail.com,04/05/2026,4.47591E+11,62632,Consistency,Date of birth is after current date
523,John,Garcia,user@@domain.com,04/07/1967,4.4E+11,9999999999,Validity,Invalid format or value
